KEY,Korean,English,English_for_Translate,Japanese,ChineseSimplified,ChineseTraditional,Spanish_Google,Spanish,
STATUS_086_NAME_A,전설 등급 미사일 강화비용,Legendary Missile Upgrade Cost,Legendary Missile Upgrade Cost,伝説の評価ミサイル強化費用,传说中的导弹升级成本,傳說中的導彈升級成本,El legendario costo de la actualización del misil,Coste de fortalezar misil legendario,
STATUS_087_NAME_A,원시 등급 미사일 강화비용,Ancient Missile Upgrade Cost,Ancient Missile Upgrade Cost,生の評価ミサイル強化費用,古导弹升级成本,古導彈升級成本,Antiguo misil Costo de actualización,Coste de fortalezar misil Antiguo,
STATUS_088_NAME_A,보병 업그레이드 비용,Infantry Upgrade Cost,Infantry Upgrade Cost,歩兵のアップグレード費用,步兵升级成本,步兵升級成本,Infantería de actualización de costes,Coste de mejorar Infantería,
STATUS_089_NAME_A,장갑 업그레이드 비용,Armor Upgrade Cost,Armor Upgrade Cost,手袋のアップグレード費用,步兵升级成本,步兵升級成本,Infantería de actualización de costes,Coste de mejorar acorazado,
STATUS_090_NAME_A,비행 업그레이드 비용,Air Upgrade Cost,Air Upgrade Cost,飛行アップグレード費用,空中升级成本,空中升級成本,El costo de actualización de aire,Coste de mejorar aire,
STATUS_091_NAME_A,초록 포탈 조각 효과,Green Portal Shard Effect,Green Portal Shard Effect,緑ポータル彫刻効果,绿色门户碎片的影响,綠色門戶碎片的影響,Portal del casco Efecto,Efecto del Portal Fragmento verde,
STATUS_092_NAME_A,빨강 포탈 조각 효과,Red Portal Shard Effect,Red Portal Shard Effect,赤ポータル彫刻効果,红色的传送门碎片的影响,紅色的傳送門碎片的影響,Portal de Red Shard Efecto,Efecto del Portal Fragmento rojo,
STATUS_093_NAME_A,파랑 포탈 조각 효과,Blue Portal Shard Effect,Blue Portal Shard Effect,青ポータル彫刻効果,蓝门户碎片的影响,藍門戶碎片的影響,Portal azul Fragmento Efecto,Efecto del Portal Fragmento azul,
STATUS_094_NAME_A,검정 포탈 조각 효과,Black Portal Shard Effect,Black Portal Shard Effect,黒ポータル彫刻効果,黑暗之门碎片的影响,黑暗之門碎片的影響,Portal negro Fragmento Efecto,Efecto del Portal Fragmento negro,
STATUS_095_NAME_A,인간포식자 상대 대미지,ManEater Dmg,ManEater Damage,人間の捕食者相手ダメージ,食人伤害,食人傷害,daños ManEater,Daño contra ManEater,
STATUS_096_NAME_A,지옥웜 상대 대미지,Hellworm Dmg,Hellworm Damage,地獄ワーム相手ダメージ,地狱螟危害,地獄螟危害,Infierno daños gusano,Daño contra Infierno gusano,
STATUS_097_NAME_A,디아블로 상대 대미지,Diablo Dmg,Diablo Damage,ディアブロ相手ダメージ,暗黑破坏,暗黑破壞,daños Diablo,Daño contra Diablo,
STATUS_098_NAME_A,부품 2배 획득 확률,Double Component Chance,Double Component Chance,部品2倍獲得確率,双组分机会,雙組分機會,Doble Componente Probabilidad,Doble Probabilidad de Componente,
STATUS_099_NAME_A,건물포인트 2배 획득 확률,Double Building Chance,Double Building Chance,建物ポイント2倍獲得確率,双楼机会,雙樓機會,Edificio Doble oportunidad,Doble Probabilidad de Edificio,
STATUS_100_NAME_A,광고가 나오지 않을 확률,AD Skip Chance,AD Skip Chance,広告が出ない確率,AD跳过机会,AD跳過機會,AD Saltar Probabilidad,Probabilidad de saltar AD,
STATUS_101_NAME_A,스킬 사용시 응징자 소환 확률,Punisher Chance on using skill,Punisher Chance on using skill,スキル使用時報復者召喚確率,处罚有一定几率在使用技能,處罰有一定機率在使用技能,Punisher probabilidad sobre el uso de habilidad,Probabilidad de llamar a Punisher usando habilidad,
STATUS_102_NAME_A,스킬 쿨타임 리셋 확률,Skill reset chance on using skill,Skill reset chance on using skill,スキルクールタイムリセット確率,技能重置机会使用技巧,技能重置機會使用技巧,Habilidad restablecer oportunidad en el uso de habilidades,Probabilidad de restablecer Tiempo Frío,
STATUS_103_NAME_A,열쇠 2배 획득 확률,Double Key Chance,Double Key Chance,鍵2倍獲得確率,双核心机会,雙核心機會,Doble Llave Probabilidad,Doble Probabilidad de Llave,
STATUS_104_NAME_A,부스터 시간 2배 확률,Double Booster Chance,Double Booster Chance,ブースター時間2倍の確率,双增压机会,雙增壓機會,Doble refuerzo Probabilidad,Doble Probabilidad de refuerzo,
STATUS_105_NAME_A,정신가속 비용,Mind Acceleration Cost,Mind Acceleration Cost,精神加速コスト,思维加速成本,思維加速成本,Costo mente Aceleración,Costo de mente Aceleración,
STATUS_106_NAME_A,디아블로 부상 확률,Diablo Injury Chance,Diablo Injury Chance,ディアブロ負傷確率,暗黑破坏神损伤机会,暗黑破壞神損傷機會,Lesiones Diablo Probabilidad,Probabilidad de lesión Diablo,
STATUS_107_NAME_A,보유한 부품당 대미지,Dmg Per Component,Damage Per Component,保有している部品ごとにダメージ,伤害每个组件,傷害每個組件,Daños por componente,Daños por componente,
STATUS_108_NAME_A,최종 바주카 대미지,Final Launcher Dmg,Final Launcher Damage,最終バズーカダメージ,伤害每个组件,傷害每個組件,Daños por componente,Daños por lanzador último,
STATUS_109_NAME_A,모든 대미지,All Dmg,All Damage,すべてのダメージ,所有伤害,所有傷害,Todo el daño,Todo el daño,
STATUS_110_NAME_A,부스터 지속시간,Booster Duration,Booster Duration,ブースター持続時間,助推器时间,助推器時間,Duración de refuerzo,Duración de refuerzo,
STATUS_111_NAME_A,게임속도,Game Speed,Game Speed,ゲームの速度,游戏速度,遊戲速度,Velocidad del juego,Velocidad del juego,
STATUS_112_NAME_A,지옥석 던전 플레이 타임,Hellstone Dungeon Playtime,Hellstone Dungeon Playtime,地獄席ダンジョンプレイタイム,地狱石地牢游戏时间,地獄石地牢遊戲時間,Infierno piedra Mazmorra Duración,Duración de Infierno piedra Mazmorra,
STATUS_113_NAME_A,박스요정 터치시,Wooden Crate Chance,Wooden Crate Chance,ボックス妖精タッチ時,木箱机会,木箱機會,El embalaje de madera Probabilidad,Probabilidad del embalaje de madera,
STATUS_114_NAME_A,박스어미 터치시,Suppy Crate Chance,Suppy Crate Chance,ボックス語尾タッチ時,就给木箱机会,就給木箱機會,Suppy cajón Probabilidad,Probabilidad de Suppy cajón,
,,,,,,,,,
STATUS_000_NAME_B,,,,,,,,,
STATUS_001_NAME_B,%,%,%,％,％,％,%,%,
STATUS_002_NAME_B,%,%,%,％,％,％,%,%,
STATUS_003_NAME_B,%,%,%,％,％,％,%,%,
STATUS_004_NAME_B,%,%,%,％,％,％,%,%,
STATUS_005_NAME_B,%,%,%,％,％,％,%,%,
STATUS_006_NAME_B,%,%,%,％,％,％,%,%,
STATUS_007_NAME_B,%,%,%,％,％,％,%,%,
STATUS_008_NAME_B,%,%,%,％,％,％,%,%,
STATUS_009_NAME_B,%,%,%,％,％,％,%,%,
STATUS_010_NAME_B,%,%,%,％,％,％,%,%,
STATUS_011_NAME_B,%,%,%,％,％,％,%,%,
STATUS_012_NAME_B,%,%,%,％,％,％,%,%,
STATUS_013_NAME_B,%,%,%,％,％,％,%,%,
STATUS_014_NAME_B,%,%,%,％,％,％,%,%,
STATUS_015_NAME_B,%,%,%,％,％,％,%,%,
STATUS_016_NAME_B,%,%,%,％,％,％,%,%,
STATUS_017_NAME_B,%,%,%,％,％,％,%,%,
STATUS_018_NAME_B,%,%,%,％,％,％,%,%,
STATUS_019_NAME_B,%,%,%,％,％,％,%,%,
STATUS_020_NAME_B,%,%,%,％,％,％,%,%,
STATUS_021_NAME_B,%,%,%,％,％,％,%,%,
STATUS_022_NAME_B,%,%,%,％,％,％,%,%,
STATUS_023_NAME_B,%,%,%,％,％,％,%,%,
STATUS_024_NAME_B,%,%,%,％,％,％,%,%,
STATUS_025_NAME_B,%,%,%,％,％,％,%,%,
STATUS_026_NAME_B,%,%,%,％,％,％,%,%,
STATUS_027_NAME_B,%,%,%,％,％,％,%,%,
STATUS_028_NAME_B,%,%,%,％,％,％,%,%,
STATUS_029_NAME_B,%,%,%,％,％,％,%,%,
STATUS_030_NAME_B,%,%,%,％,％,％,%,%,
STATUS_031_NAME_B,%,%,%,％,％,％,%,%,
STATUS_032_NAME_B,%,%,%,％,％,％,%,%,
STATUS_033_NAME_B,%,%,%,％,％,％,%,%,
STATUS_034_NAME_B,%,%,%,％,％,％,%,%,
STATUS_035_NAME_B,%,%,%,％,％,％,%,%,
STATUS_036_NAME_B,%,%,%,％,％,％,%,%,
STATUS_037_NAME_B,%,%,%,％,％,％,%,%,
STATUS_038_NAME_B,%,%,%,％,％,％,%,%,
STATUS_039_NAME_B,%,%,%,％,％,％,%,%,
STATUS_040_NAME_B,%,%,%,％,％,％,%,%,
STATUS_041_NAME_B,%,%,%,％,％,％,%,%,
STATUS_042_NAME_B,%,%,%,％,％,％,%,%,
STATUS_043_NAME_B,%,%,%,％,％,％,%,%,
STATUS_044_NAME_B,%,%,%,％,％,％,%,%,
STATUS_045_NAME_B,%,%,%,％,％,％,%,%,
STATUS_046_NAME_B,%,%,%,％,％,％,%,%,
STATUS_047_NAME_B,%,%,%,％,％,％,%,%,
STATUS_048_NAME_B,%,%,%,％,％,％,%,%,
STATUS_049_NAME_B,%,%,%,％,％,％,%,%,
STATUS_050_NAME_B,%,%,%,％,％,％,%,%,
STATUS_051_NAME_B,스테이지 스킵,Stage Skip,Stage Skip,ステージスキップ,舞台跳过,舞台跳過,etapa Saltar,Salta etapa,
STATUS_052_NAME_B,,,,,,,,,
STATUS_053_NAME_B,%,%,%,％,％,％,%,%,
STATUS_054_NAME_B,발 발사,Firecraker,Firecraker,発射,鞭炮,鞭炮,Firecraker,Firecraker,
STATUS_055_NAME_B,,,,,,,,,
STATUS_056_NAME_B,,,,,,,,,
STATUS_057_NAME_B,%,%,%,％,％,％,%,%,
STATUS_058_NAME_B,%,%,%,％,％,％,%,%,
STATUS_059_NAME_B,회,Shot,Shot,回,射击,射擊,Disparo,Disparo,
STATUS_060_NAME_B,회,Shot,Shot,回,射击,射擊,Disparo,Disparo,
STATUS_061_NAME_B,회,Shot,Shot,回,射击,射擊,Disparo,Disparo,
STATUS_062_NAME_B,%,%,%,％,％,％,%,%,
STATUS_063_NAME_B,회,Shot,Shot,回,射击,射擊,"""""","""""",
STATUS_064_NAME_B,%,%,%,％,％,％,%,%,
STATUS_065_NAME_B,회,Shot,Shot,回,射击,射擊,"""""","""""",Disparo
STATUS_066_NAME_B,%,%,%,％,％,％,%,%,
STATUS_067_NAME_B,,,,,,,,,
STATUS_068_NAME_B,%,%,%,％,％,％,%,%,
STATUS_069_NAME_B,%,%,%,％,％,％,%,%,
STATUS_070_NAME_B,,,,,,,,,
STATUS_071_NAME_B,,,,,,,,,
STATUS_072_NAME_B,%,%,%,％,％,％,%,%,
STATUS_073_NAME_B,%,%,%,％,％,％,%,%,
STATUS_074_NAME_B,,,,,,,,,
STATUS_075_NAME_B,%,%,%,％,％,％,%,%,
STATUS_076_NAME_B,발 발사,Firecraker,Firecraker,発射,鞭炮,鞭炮,Firecraker,Firecraker,
STATUS_077_NAME_B,%,%,%,％,％,％,%,%,
STATUS_078_NAME_B,%,%,%,％,％,％,%,%,
STATUS_079_NAME_B,%,%,%,％,％,％,%,%,
STATUS_080_NAME_B,%,%,%,％,％,％,%,%,
STATUS_081_NAME_B,%,%,%,％,％,％,%,%,
STATUS_082_NAME_B,%,%,%,％,％,％,%,%,
STATUS_083_NAME_B,%,%,%,％,％,％,%,%,
STATUS_084_NAME_B,%,%,%,％,％,％,%,%,
STATUS_085_NAME_B,%,%,%,％,％,％,%,%,
STATUS_086_NAME_B,%,%,%,％,％,％,%,%,
STATUS_087_NAME_B,%,%,%,％,％,％,%,%,
STATUS_088_NAME_B,%,%,%,％,％,％,%,%,
STATUS_089_NAME_B,%,%,%,％,％,％,%,%,
STATUS_090_NAME_B,%,%,%,％,％,％,%,%,
STATUS_091_NAME_B,%,%,%,％,％,％,%,%,
STATUS_092_NAME_B,%,%,%,％,％,％,%,%,
STATUS_093_NAME_B,%,%,%,％,％,％,%,%,
STATUS_094_NAME_B,%,%,%,％,％,％,%,%,
STATUS_095_NAME_B,%,%,%,％,％,％,%,%,
STATUS_096_NAME_B,%,%,%,％,％,％,%,%,
STATUS_097_NAME_B,%,%,%,％,％,％,%,%,
STATUS_098_NAME_B,%,%,%,％,％,％,%,%,
STATUS_099_NAME_B,%,%,%,％,％,％,%,%,
STATUS_100_NAME_B,%,%,%,％,％,％,%,%,
STATUS_101_NAME_B,%,%,%,％,％,％,%,%,
STATUS_102_NAME_B,%,%,%,％,％,％,%,%,
STATUS_103_NAME_B,%,%,%,％,％,％,%,%,
STATUS_104_NAME_B,%,%,%,％,％,％,%,%,
STATUS_105_NAME_B,%,%,%,％,％,％,%,%,
STATUS_106_NAME_B,%,%,%,％,％,％,%,%,
STATUS_107_NAME_B,%,%,%,％,％,％,%,%,
STATUS_108_NAME_B,%,%,%,％,％,％,%,%,
STATUS_109_NAME_B,%,%,%,％,％,％,%,%,
STATUS_110_NAME_B,%,%,%,％,％,％,%,%,
STATUS_111_NAME_B,%,%,%,％,％,％,%,%,
STATUS_112_NAME_B,%,%,%,％,％,％,%,%,
STATUS_113_NAME_B,%,%,%,％,％,％,%,%,
STATUS_114_NAME_B,%로 나무상자 획득,% when touching Fairy,% when touching Fairy,％で木箱獲得,％触摸童话时,％觸摸童話時,% Al tocar Hada,% Al tocar Hada,
STATUS_115_NAME_B,%로 보급상자 획득,% when touching Queen Fairy,% when touching Queen Fairy,％で普及ボックス獲得,触摸童话女王％时,觸摸童話女王％時,% Al tocar Reina de las Hadas,% Al tocar Reina de las Hadas,
,,,,,,,,,
BOX_Fairy_WORD_A_000,요정의 보물 박스에는 [FFA83A],Inside Fairy box there is [FFA83A],Inside Fairy box there is [FFA83A],妖精の宝箱には、[FFA83A],童话里盒子里有[FFA83A],童話裡盒子裡有[FFA83A],Dentro de la caja hay Hada [FFA83A],"Dentro de la caja Hada, hay [FFA83A]",
BOX_Fairy_WORD_A_001,요정이 산산조각나며 [FFA83A]스킬[-]을 발동했다.,Fairy use skill and burst into pieces,Fairy use skill and burst into pieces,妖精が粉々に出[FFA83A]スキル[-]を発動した。,仙女使用技巧和突发成碎片,仙女使用技巧和突發成碎片,Hada uso de habilidades y estalló en pedazos,Hada usa habilidades y estalla en pedazos,
BOX_Fairy_WORD_A_002,요정의 박스에는 [FFA83A],Inside Fairy box there is [FFA83A],Inside Fairy box there is [FFA83A],妖精のボックスには、[FFA83A],童话里盒子里有[FFA83A],童話裡盒子裡有[FFA83A],Dentro de la caja hay Hada [FFA83A],"Dentro de la caja Hada, hay [FFA83A]",
BOX_Fairy_WORD_A_003,요정이 [FFA83A]골렘[-]을 소환하는 뿔피리를 들고 있다!,Fairy is holding [FFA83A]Golem[-] Summoning Horn!,Fairy is holding [FFA83A]Golem[-] Summoning Horn!,妖精が[FFA83A]ゴーレム[-]を召還する角笛を持っている！,仙女抱着[FFA83A]傀儡[-]召唤号角！,仙女抱著[FFA83A]傀儡[-]召喚號角！,Hada está sosteniendo [FFA83A] Golem [-] Haciendo acopio de Hornos!,Hada tiene [FFA83A] flauta que llama a Golem [-] !,
BOX_Fairy_WORD_A_004,요정의 보물 박스에는 [FFA83A],Inside Fairy box there is [FFA83A],Inside Fairy box there is [FFA83A],妖精の宝箱には、[FFA83A],童话里盒子里有[FFA83A],童話裡盒子裡有[FFA83A],Dentro de la caja hay Hada [FFA83A],"Dentro de la caja Hada, hay [FFA83A]",
BOX_Fairy_WORD_A_005,요정은 [FFA83A]레이저 락온 부스트[-]를 들고 있다.,Fairy is holding [FFA83A]Laser Lock Boost.[-],Fairy is holding [FFA83A]Laser Lock Boost.[-],妖精は[FFA83A]レーザーロックオンブースト[-]を挙げている。,仙女抱着[FFA83A]激光锁定加速。[-],仙女抱著[FFA83A]激光鎖定加速。 [-],Hada está sosteniendo [FFA83A] Laser Lock Boost. [-],Hada tiene [FFA83A] Razor Lock on Boost[-],
BOX_Fairy_WORD_A_006,요정에게 광물을 주면 [FFA83A]상자[-]를 교환해줄 것 같다.,Fairy might exchange [FFA83A]box[-] for some ores.,Fairy might exchange [FFA83A]box[-] for some ores.,妖精に鉱物を与える[FFA83A]ボックス[-]を交換してくれるようだ。,仙女可能交换[FFA83A]中的[-]对于一些矿石。,仙女可能交換[FFA83A]中的[-]對於一些礦石。,Hada podría intercambiar [FFA83A] Caja [-] para algunos minerales.,Hada podría intercambiar [FFA83A] Caja [-] por algunos minerales.,
BOX_Fairy_WORD_A_007,매우 화가 난 [FFA83A]응징자[-]가 나타났다.,Super Angry [FFA83A]Punisher[-] Appears,Super Angry [FFA83A]Punisher[-] Appears,非常に怒っている[FFA83A]報復者[-]が現れた。,超级愤怒[FFA83A]惩罚[-]出现,超級憤怒[FFA83A]懲罰[-]出現,Súper enojado [FFA83A] Punisher [-] Aparece,[FFA83A] Punisher súper enojado [-] Aparece,
,,,,,,,,,
,,,,,,,,,
BOX_Fairy_WORD_B_000,미네랄[-]이 들어있다.,Mineral[-].,Mineral[-].,ミネラル[-]が含まれている。,矿物[-]。,礦物[-]。,Mineral[-].,Mineral[-].,
BOX_Fairy_WORD_B_001,,,,,,,,,
BOX_Fairy_WORD_B_002,우라늄[-]이 들어있다.,Uranium[-].,Uranium[-].,ウラン[-]が含まれている。,铀[-]。,鈾[-]。,Uranio[-].,Uranio[-].,
BOX_Fairy_WORD_B_003,,,,,,,,,
BOX_Fairy_WORD_B_004,미네랄[-]이 들어있다.,Mineral[-].,Mineral[-].,ミネラル[-]が含まれている。,矿物[-]。,礦物[-]。,Mineral[-].,Mineral[-].,
BOX_Fairy_WORD_B_005,,,,,,,#VALUE!,[FFA83A] Laser Lock Boost. [-],*
BOX_Fairy_WORD_B_006,,,,,,,,,
BOX_Fairy_WORD_B_007,,,,,,,,,
,,,,,,,,,
BOX_Fairy_ANSWER_WORD_Normal_000,그냥 획득,Take it,Take it,ただ獲得,拿去,拿去,Tómalo,Tómalo,
BOX_Fairy_ANSWER_WORD_Normal_001,,,,,,,,,
BOX_Fairy_ANSWER_WORD_Normal_002,우라늄 1개,1 Uranium,1 Uranium,ウラン1つ,1个铀,1個鈾,1 uranio,1 uranio,
BOX_Fairy_ANSWER_WORD_Normal_003,미네랄 골렘,"Mineral
Golem","Mineral
Golem",ミネラルゴーレム,"矿物
傀儡","礦物
傀儡","Mineral
Golem","Mineral
Golem",
BOX_Fairy_ANSWER_WORD_Normal_004,그냥 획득,Take it,Take it,ただ獲得,拿去,拿去,Tómalo,Tómalo,
BOX_Fairy_ANSWER_WORD_Normal_005,1개 획득,Take 1,Take 1,1個獲得,取1,取1,Toma 1,Toma 1,
BOX_Fairy_ANSWER_WORD_Normal_006,나무 상자,Wood Box,Wood Box,木箱,木盒,木盒,Caja de madera,Caja de madera,
BOX_Fairy_ANSWER_WORD_Normal_007,3스테이지 돌파,Overwhelm 3 Stage,Overwhelm 3 Stage,3ステージ突破,压倒3阶段,壓倒3階段,Abrumar a 3 Etapa,Abrumar a 3 Etapa,
,,,,,,,,,
BOX_Fairy_ANSWER_WORD_Double_000,X10,X10,X10,X10,X10,X10,X10,X10,
BOX_Fairy_ANSWER_WORD_Double_001,,,,,,,,,
BOX_Fairy_ANSWER_WORD_Double_002,우라늄 5개,5 Uranium,5 Uranium,ウラン5つ,5铀,5鈾,5 uranio,5 uranios,
BOX_Fairy_ANSWER_WORD_Double_003,황금 골렘,"Golden
Golem","Golden
Golem",黄金ゴーレム,"金色
傀儡","金色
傀儡","Dorado
Golem","Dorado
Golem",
BOX_Fairy_ANSWER_WORD_Double_004,X10,X10,X10,X10,X10,X10,X10,X10,
BOX_Fairy_ANSWER_WORD_Double_005,5개 획득,Take 5,Take 5,5個獲得,就拿5,就拿5,tome 5,toma 5,
BOX_Fairy_ANSWER_WORD_Double_006,랜덤 상자,Random Box,Random Box,ランダムボックス,随机盒子,隨機盒子,Random Box,Caja aleatoria,
BOX_Fairy_ANSWER_WORD_Double_007,30스테이지 돌파,Overwhelm 30 Stage,Overwhelm 30 Stage,30ステージ突破,压倒30期,壓倒30期,Abrumar a 30 Etapa,Abrumar a 30 Etapa,
,,,,,,,,,
SUBQUEST_NAME_001,미사일을 쏴라,Fire Missile,Fire Missile,ミサイルを撃つ,火导弹,火導彈,fuego de misiles,Dispara el misil,
SUBQUEST_NAME_002,미사일을 쏴라,Fire Missile,Fire Missile,ミサイルを撃つ,火导弹,火導彈,fuego de misiles,Dispara el misil,
SUBQUEST_NAME_003,미사일을 쏴라,Fire Missile,Fire Missile,ミサイルを撃つ,火导弹,火導彈,fuego de misiles,Dispara el misil,
SUBQUEST_NAME_004,미사일을 쏴라,Fire Missile,Fire Missile,ミサイルを撃つ,火导弹,火導彈,fuego de misiles,Dispara el misil,
SUBQUEST_NAME_005,적을 제거하라,Kill Enemy,Kill Enemy,敵を排除せよ,杀敌,殺敵,Mata Enemigo,Mata Enemigo,
SUBQUEST_NAME_006,적을 제거하라,Kill Enemy,Kill Enemy,敵を排除せよ,杀敌,殺敵,Mata Enemigo,Mata Enemigo,
SUBQUEST_NAME_007,적을 제거하라,Kill Enemy,Kill Enemy,敵を排除せよ,杀敌,殺敵,Mata Enemigo,Mata Enemigo,
SUBQUEST_NAME_008,적을 제거하라,Kill Enemy,Kill Enemy,敵を排除せよ,杀敌,殺敵,Mata Enemigo,Mata Enemigo,
SUBQUEST_NAME_009,보스를 제거하라,Kill Boss,Kill Boss,ボスを削除してください,杀BOSS,殺BOSS,matar al boss,Mata el jefe,
SUBQUEST_NAME_010,보스를 제거하라,Kill Boss,Kill Boss,ボスを削除してください,杀BOSS,殺BOSS,matar al boss,Mata el jefe,
SUBQUEST_NAME_011,오래 플레이,Play,Play,長いプレイ,玩,玩,Jugar,Jugar,
SUBQUEST_NAME_012,오래 플레이,Play,Play,長いプレイ,玩,玩,Jugar,Jugar,
SUBQUEST_NAME_013,오래 플레이,Play,Play,長いプレイ,玩,玩,Jugar,Jugar,
SUBQUEST_NAME_014,스킬 사용,Use Skill,Use Skill,スキル使用,使用技巧,使用技巧,uso Habilidad,uso Habilidad,
SUBQUEST_NAME_015,스킬 사용,Use Skill,Use Skill,スキル使用,使用技巧,使用技巧,uso Habilidad,uso Habilidad,
SUBQUEST_NAME_016,스킬 사용,Use Skill,Use Skill,スキル使用,使用技巧,使用技巧,uso Habilidad,uso Habilidad,
SUBQUEST_NAME_017,요정을 잡아라,Catch Fairy,Catch Fairy,妖精をキャッチ,抓童话,抓童話,Hada de captura,Captura la hada,
SUBQUEST_NAME_018,요정을 잡아라,Catch Fairy,Catch Fairy,妖精をキャッチ,抓童话,抓童話,Hada de captura,Captura la hada,
SUBQUEST_NAME_019,드랍포트를 써라,Use Dropport,Use Dropport,ドロップポートをかけ,使用撤销端口,使用撤銷端口,uso Dropport,Usa Dropport,
,,,,,,,,,
MINERAL_MINE_NAME,미네랄 광산,Mineral Mine,Mineral Mine,ミネラル鉱山,矿产矿,礦產礦,mina de mineral,Mina de Mineral,
MINERAL_MINE_WORDING_A,10분동안 미네랄 획득량이 [FFA83A],"For 10 minutes,\nCollected Mineral are increased [FFA83A]","For 10 minutes,\n Collected Mineral are increased [FFA83A]",10分間のミネラル獲得量が[FFA83A],10分钟后，\n收集矿物增加[FFA83A],10分鐘後，\n收集礦物增加[FFA83A],"Durante 10 minutos, \n Mineral recogidos se aumentó [FFA83A]","Durante 10 minutos,\nMineral recogido se aumenta [FFA83A]",
MINERAL_MINE_WORDING_B,%[-] 증가한다.,%[-].,%[-].,％[-]増加する。,％[-]。,％[-]。,% [-].,% [-].,
MINERAL_MINE_EXP_WORDING,경험치를 모아 레벨업 할 때마다\n미네랄광산 효과 +10%,Earn EXP to level up to \nincrease Effect +10%,Earn EXP to level up to increase \n Mineral Mine Effect +10%,経験値を集めてレベルアップするたびに、\nミネラル鉱山効果 +10％,赚取EXP就可以升级了，\n增加的矿物矿效果+10％,賺取EXP就可以升級了，\n增加的礦物礦效果+10％,Gane EXP para subir de nivel para aumentar \n mina mineral Efecto + 10%,Gana EXP para subir de nivel\npara aumentar\nMina de Mineral Efecto + 10%,
,,,,,,,,,
Autoshot_NAME,레이져 락온,Laser Lock,Laser Lock,レーザーロックオン,激光锁定,激光鎖定,laser Lock,laser Lock,
Autoshot_WORDING_A,[FFA83A],For [FFA83A],For [FFA83A],[FFA83A],对于[FFA83A],對於[FFA83A],Para [FFA83A],Para [FFA83A],
Autoshot_WORDING_B,초[-] 동안\n미사일을 자동으로 발사한다.,"seconds[-],\nfire Missiles automatically.","seconds[-], fire Missiles automatically.",秒[-]間ミサイルを自動的に発射する。,秒[-]，自动发射导弹。,秒[-]，自動發射導彈。,"segundos[-],\ndisparar misiles automáticamente.","segundos[-],\ndisparar misiles automáticamente.",
Autoshot_EXP_WORDING,경험치를 모아 레벨업 할 때마다\n지속시간 영구적으로 30초 증가,Earn EXP to level up to increase \n Laser Lock duration +30sec,Earn EXP to level up to increase \n Laser Lock duration +30sec,経験値を集めてレベルアップするたびに、\n時間永久的に30秒増加,赚取EXP就可以升级了，\n增加激光锁定时间+30秒,賺取EXP就可以升級了，\n增加激光鎖定時間+30秒,Gane EXP para subir de nivel para aumentar \n Laser Lock +30 segundos de duración,Gana EXP para subir de nivel\npara aumentar duración \nde Laser Lock +30 segundos,
,,,,,,,,,
Archievement,업적,Achievement,Achievement,業績,成就,成就,Logro,Logro,
,,,,,,,,,
Arch_Type_NAME_000,,,,,,,,,
Arch_Type_NAME_001,누적 탭,Total Tap,Total Tap,累積タブ,总抽头,總抽頭,Toque total,pestaña total,
Arch_Type_NAME_002,누적 미네랄,Collected Mineral,Collected Mineral,累積ミネラル,收取的矿产,收取的礦產,Mineral recopilada,Mineral recogido,
Arch_Type_NAME_003,누적 가스,Collected Gas,Collected Gas,累積ガス,收集的气体,收集的氣體,gas recogido,gas recogido,
Arch_Type_NAME_004,누적 지옥석,Collected Hellstone,Collected Hellstone,累積地獄席,收集的地狱石,收集的地獄石,piedra recopilada Infierno,Infierno piedra recogido,
Arch_Type_NAME_005,유물 개수,Collected Artifact,Collected Relic,遺物数,收集遗物,收集遺物,recopilada Relic,reliquias recogidas,
Arch_Type_NAME_006,최대 이동거리,Total Distance,Total Distance,最大移動距離,总距离,總距離,Distancia total,Distancia total,
Arch_Type_NAME_007,누적 플레이 시간,Total Play Time,Total Play Time,累積プレイ時間,总播放时间,總播放時間,Tiempo total de reproducción,Tiempo total de Jugar,
Arch_Type_NAME_008,미사일 언락,Unlocked Missile,Unlocked Missile,ミサイルアンロック,解锁导弹,解鎖導彈,desbloqueado misiles,Misil desbloqueado,
Arch_Type_NAME_009,적 처치,Killed Enemy,Killed Enemy,的処置,杀死敌人,殺死敵人,enemigo muerto,Eliminación enemigo,
Arch_Type_NAME_010,보스처치,Killed Boss,Killed Boss,ボス退治,杀死老板,殺死老闆,matado jefe,Eliminación jefe,
Arch_Type_NAME_011,던전 돌파 횟수,Dungeon Cleared,Dungeon Cleared,ダンジョン突破回数,地牢被清除,地牢被清除,Dungeon Borrado,Mazmorra Borrada,
Arch_Type_NAME_012,스킬 사용 횟수,Skill Used,Skill Used,スキル使用回数,使用技巧,使用技巧,habilidad Usado,Habilidad Usada,
Arch_Type_NAME_013,박스 요정 횟수,Fairy Caught,Fairy Caught,ボックス妖精回数,仙女抓到,仙女抓到,Hada Atrapados,Hada Atrapados,
Arch_Type_NAME_014,드랍포트 사용 횟수,Dropport Used,Dropport Used,ドロップポートの使用回数,撤销端口使用,撤銷端口使用,Se utiliza Dropport,Dropport usado,
Arch_Type_NAME_015,유닛 진급 횟수,Unit Promoted,Unit Promoted,ユニット進級回数,单位推荐,單位推薦,unidad Promovido,unidad Promovido,
